name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
Adelphi II Commons West,204,257007829,,residential,,,,"POLYGON ((-111.9277852 33.4129534, -111.9274492 33.4129513, -111.9274482 33.4130095, -111.9274942 33.4130159, -111.9274892 33.4131881, -111.9274162 33.4131868, -111.9274142 33.4132567, -111.9274832 33.4132579, -111.9274802 33.4133671, -111.9274372 33.4133663, -111.9274482 33.4134218, -111.9275942 33.4134232, -111.9275952 33.4133635, -111.9277832 33.4133652, -111.9277842 33.4133017, -111.9275352 33.4132995, -111.9275362 33.4132331, -111.9275752 33.4132334, -111.9275752 33.4131834, -111.9277782 33.4131848, -111.9277792 33.4131333, -111.9275792 33.413132, -111.9275802 33.41301, -111.9277852 33.4130114, -111.9277852 33.4129534))","POINT (-111.92758487016296 33.41318077805158)",,
Rosewood Hall,205,338921487,,dormitory,,,,"POLYGON ((-111.9267102 33.4159864, -111.926714 33.4159864, -111.9267139 33.4160136, -111.9267138 33.4160302, -111.9267137 33.4160429, -111.9267131 33.416182, -111.9266899 33.416182, -111.9266976 33.4164571, -111.9268548 33.4164565, -111.926854 33.4165729, -111.9267 33.4165722, -111.9267007 33.4166282, -111.9266052 33.4166269, -111.9266068 33.4166507, -111.9265313 33.4166513, -111.9265313 33.4161177, -111.926549 33.4161151, -111.926552 33.4160386, -111.926554 33.415989, -111.9267102 33.4159864))","POINT (-111.92664034405514 33.41634253477444)",,
,206,386274034,,roof,,,,"POLYGON ((-111.9346886 33.4159515, -111.9346872 33.4156, -111.9333744 33.41561, -111.9333789 33.4159615, -111.9334363 33.4159611, -111.9346886 33.4159515))","POINT (-111.9340322563237 33.41578069045215)",,
,207,386274093,,roof,,,,"POLYGON ((-111.9272674 33.4179313, -111.9278326 33.4179265, -111.927828 33.4169642, -111.9274073 33.4169628, -111.9272849 33.4169621, -111.9272664 33.4169623, -111.9272674 33.4179313))","POINT (-111.92754826890271 33.41744658195962)",,
,208,386276633,,roof,,,,"POLYGON ((-111.929949 33.4247645, -111.9294609 33.4247689, -111.9294599 33.4246616, -111.9299481 33.424657, -111.929949 33.4247645))","POINT (-111.92970455038083 33.42471299743922)",,
,209,386276928,,roof,,,,"POLYGON ((-111.9216933 33.4226643, -111.9210992 33.4226632, -111.9210992 33.4225568, -111.921692 33.4225568, -111.9216933 33.4226643))","POINT (-111.92139643320878 33.42261029489414)",,
,210,386276930,,roof,,,,"POLYGON ((-111.9218516 33.4224863, -111.9208444 33.4224863, -111.9208417 33.42238, -111.9218502 33.4223811, -111.9218516 33.4224863))","POINT (-111.9213461017086 33.422433413342866)",,
,211,386277040,,roof,,,,"POLYGON ((-111.9203125 33.4227356, -111.9203125 33.4228437, -111.9201053 33.4228437, -111.9201053 33.4227356, -111.9203125 33.4227356))","POINT (-111.92020889999999 33.422789650000006)",,
,212,386277351,,roof,,,,"POLYGON ((-111.9198079 33.4236918, -111.9198079 33.4237624, -111.9226764 33.4237634, -111.9226765 33.4236929, -111.9198079 33.4236918))","POINT (-111.92124183629244 33.42372762467092)",,
,213,386278090,,,,outdoor_seating,,"POLYGON ((-111.9349186 33.4180014, -111.9349226 33.4182231, -111.934985 33.4182198, -111.9351997 33.4182209, -111.9352357 33.4182191, -111.9352317 33.4179975, -111.9351265 33.4179988, -111.93506 33.4179996, -111.9350227 33.4180001, -111.9349186 33.4180014))","POINT (-111.93507749858982 33.41810998292761)",,
,214,386278648,,roof,,,,"POLYGON ((-111.9292095 33.428443, -111.9283227 33.4284538, -111.9283141 33.4278735, -111.9292008 33.4278643, -111.9292095 33.428443))","POINT (-111.92876157125235 33.428158659044236)",,
,215,386278651,,roof,,,,"POLYGON ((-111.9302445 33.4277774, -111.9293584 33.4277797, -111.9293495 33.4272058, -111.9302358 33.4272021, -111.9302445 33.4277774))","POINT (-111.92979722965428 33.427491237426885)",,
Secret Garden,216,418165470,,,,garden,,"POLYGON ((-111.9362736 33.4193127, -111.9359945 33.4193138, -111.9359124 33.4193159, -111.9359106 33.4191728, -111.9359819 33.4191736, -111.9359783 33.4190423, -111.9359106 33.4190438, -111.9359115 33.418902, -111.935987 33.4189019, -111.9359901 33.4188834, -111.9360697 33.4188832, -111.9362711 33.418879, -111.9362737 33.4190685, -111.9361663 33.4190696, -111.9361671 33.4191452, -111.936271 33.419145, -111.9362736 33.4193127))","POINT (-111.93609551968056 33.41909875783407)",,
Desert Arboretum Park,217,471519569,,,,park,,"POLYGON ((-111.9307191 33.4269235, -111.9307426 33.4271295, -111.9310634 33.426797, -111.9310925 33.4267201, -111.930974 33.4265676, -111.9309396 33.4264847, -111.9310351 33.4264051, -111.9310694 33.4263286, -111.9311152 33.4261821, -111.9310732 33.4261056, -111.9310083 33.426026, -111.9309473 33.4258921, -111.9309015 33.4258412, -111.9308557 33.4257265, -111.9307946 33.4256978, -111.9306877 33.4256755, -111.9306228 33.4256405, -111.9304854 33.4256309, -111.9304281 33.42565, -111.9303479 33.4256118, -111.930367 33.4255481, -111.9303594 33.4254429, -111.9303518 33.4253665, -111.9303785 33.4252868, -111.9304988 33.4252055, -111.9305295 33.4251175, -111.9303387 33.4250608, -111.9302515 33.4250233, -111.9301953 33.4250133, -111.9301273 33.4250248, -111.9300855 33.4250532, -111.9298558 33.425397, -111.9297359 33.4256462, -111.9297411 33.425848, -111.9297635 33.4259732, -111.9297974 33.4260764, -111.9298776 33.4262515, -111.9300515 33.42647, -111.9301666 33.4265751, -111.9301935 33.4265912, -111.9302384 33.4266078, -111.9302782 33.4266282, -111.9307191 33.4269235))","POINT (-111.93040932046111 33.426047301728914)",,
,218,552257163,,,,garden,,"POLYGON ((-111.933487 33.4213227, -111.9334204 33.4213187, -111.9334182 33.4215403, -111.9333632 33.4215399, -111.9333562 33.4216423, -111.933333 33.4216864, -111.9332856 33.4217313, -111.9332751 33.4217638, -111.9333462 33.4217653, -111.9334014 33.4217611, -111.933393 33.4217162, -111.9334056 33.4216659, -111.9334429 33.4216164, -111.9334755 33.421551, -111.9334839 33.4215015, -111.9334797 33.4214552, -111.9334996 33.4213862, -111.933487 33.4213227))","POINT (-111.93341107503417 33.4215564112056)",,
Palo Verde Beach,219,552261818,,,,park,,"POLYGON ((-111.9324911 33.4225835, -111.9324934 33.4226345, -111.9324934 33.4226711, -111.9325061 33.4227355, -111.9325222 33.4227789, -111.9325466 33.4228203, -111.9325961 33.4228018, -111.9327282 33.422802, -111.932755 33.4227737, -111.9327849 33.4227582, -111.9328219 33.422756, -111.9328561 33.4227585, -111.9328847 33.4227696, -111.9329003 33.4227836, -111.9329121 33.4227987, -111.9330461 33.4227986, -111.933103 33.4228124, -111.9331313 33.422726, -111.9331445 33.4226499, -111.933136 33.4226164, -111.9331257 33.4225751, -111.9330959 33.4225018, -111.9330675 33.4224572, -111.9330347 33.4224228, -111.9332584 33.4221255, -111.9323559 33.4221352, -111.9324562 33.4222578, -111.9324654 33.4222758, -111.9325872 33.4224263, -111.9325559 33.4224553, -111.9325291 33.422494, -111.9325257 33.4225055, -111.9325038 33.4225517, -111.9324911 33.4225835))","POINT (-111.93281162417664 33.42244697613276)",,
,220,552261824,,,bicycle_parking,,,"POLYGON ((-111.9332951 33.4228108, -111.933103 33.4228124, -111.9331313 33.422726, -111.9331445 33.4226499, -111.9331771 33.4226492, -111.9332205 33.4226487, -111.9332464 33.4227171, -111.9332951 33.4228108))","POINT (-111.93319227469159 33.422742793835425)",,
,221,552261828,,,,garden,,"POLYGON ((-111.9324562 33.4222578, -111.9322835 33.4222991, -111.9322084 33.4223249, -111.9321886 33.4222987, -111.932229 33.4222298, -111.9321222 33.4221854, -111.9320106 33.422343, -111.9319505 33.4223788, -111.9317102 33.4223716, -111.9317102 33.4224862, -111.9316693 33.4224881, -111.931632 33.4224855, -111.9316597 33.4224221, -111.9316578 33.4223781, -111.9316636 33.4223607, -111.9316829 33.4223422, -111.9317123 33.4223356, -111.9317546 33.4223392, -111.931799 33.422353, -111.9318327 33.4223536, -111.93187 33.4223416, -111.9318972 33.4223207, -111.931913 33.4223153, -111.9319746 33.4223033, -111.9320104 33.4222878, -111.9320284 33.422268, -111.9320362 33.4222381, -111.9320398 33.4222202, -111.9320549 33.4222022, -111.9320735 33.4221735, -111.9320957 33.422143, -111.9321007 33.4221376, -111.9323559 33.4221352, -111.9324562 33.4222578))","POINT (-111.93210779433664 33.42226641598264)",,
,222,552263221,,,,garden,,"POLYGON ((-111.9305324 33.4230285, -111.930561 33.4230073, -111.9305896 33.4229781, -111.9306087 33.422949, -111.9306471 33.422913, -111.9306214 33.4228987, -111.9305956 33.4229345, -111.930527 33.4229058, -111.9304816 33.4228867, -111.9305293 33.4227912, -111.9304768 33.4227873, -111.9303482 33.4230272, -111.9304403 33.4230391, -111.9304911 33.4230391, -111.9305324 33.4230285))","POINT (-111.93048161109117 33.42294517507535)",,
Hayden Lawn,223,552414868,,,,park,,"POLYGON ((-111.9357389 33.419655, -111.9354197 33.4196567, -111.9354197 33.419621, -111.9353371 33.4196206, -111.9353356 33.4195732, -111.9350921 33.4195767, -111.9350899 33.4190004, -111.9354569 33.4190011, -111.9354541 33.4187957, -111.9356206 33.418795, -111.9356221 33.4188566, -111.9356808 33.4188562, -111.9356822 33.4188737, -111.9357434 33.4188739, -111.9357474 33.4193497, -111.9356448 33.4193497, -111.9356457 33.4194134, -111.9357381 33.419416, -111.9357389 33.419655))","POINT (-111.93544118233244 33.4192645706886)",,
,224,552418111,,,,park,,"POLYGON ((-111.9395756 33.4173603, -111.9395729 33.417193, -111.9395606 33.4170658, -111.9392468 33.4173647, -111.9395756 33.4173603))","POINT (-111.93946288972883 33.41726260500939)",,
,225,552634931,,,,park,,"POLYGON ((-111.9357684 33.4170172, -111.9357864 33.4170048, -111.935805 33.4170005, -111.935842 33.4169621, -111.9358652 33.4169204, -111.935877 33.4168833, -111.93588 33.4168418, -111.9358727 33.4168038, -111.9358595 33.4167695, -111.9358398 33.4167405, -111.9358147 33.4167114, -111.93579 33.4166922, -111.9357818 33.4166928, -111.935764 33.4166831, -111.9350796 33.4166882, -111.9350675 33.4167041, -111.9350695 33.416785, -111.9351061 33.4169617, -111.9351025 33.4169979, -111.9351166 33.4170159, -111.9351412 33.4170213, -111.9357684 33.4170172))","POINT (-111.93546746776977 33.41685048862484)",,
Sun Devil Fitness Complex,226,552634953,,university,,,,"POLYGON ((-111.9317571 33.4158176, -111.9317131 33.4158172, -111.9317139 33.4158392, -111.9308012 33.4158448, -111.9307976 33.4157925, -111.9307944 33.415598, -111.930838 33.4154538, -111.9308628 33.4154538, -111.9309296 33.4154539, -111.9309225 33.4152754, -111.9310113 33.4149345, -111.9313777 33.4149265, -111.9313876 33.4150022, -111.9314055 33.4151172, -111.9314118 33.4154493, -111.9314858 33.4154504, -111.9314884 33.4154706, -111.9316873 33.4154695, -111.9316861 33.4154866, -111.9317182 33.415487, -111.9317191 33.4156397, -111.9317557 33.4156406, -111.9317571 33.4158176))","POINT (-111.93123015393014 33.41547471802365)",,
,227,552634954,,,fountain,,,"POLYGON ((-111.9333338 33.4167801, -111.933323 33.4167811, -111.9333125 33.416779, -111.9333034 33.4167742, -111.9332967 33.4167671, -111.9332931 33.4167586, -111.9332931 33.4167496, -111.9332967 33.416741, -111.9333034 33.416734, -111.9333122 33.4167293, -111.9333224 33.4167271, -111.9333328 33.4167278, -111.9333425 33.4167313, -111.9333503 33.4167371, -111.9333555 33.4167447, -111.9333575 33.4167532, -111.9333561 33.4167619, -111.9333513 33.41677, -111.9333436 33.4167763, -111.9333338 33.4167801))","POINT (-111.93332508944837 33.41675407631622)",,
,228,552634955,,,,park,,"POLYGON ((-111.9350094 33.4163582, -111.9350069 33.416489, -111.9350021 33.4165125, -111.9349851 33.4165282, -111.9349558 33.4165321, -111.9349183 33.4165281, -111.9349073 33.4165161, -111.9349004 33.4164974, -111.9349008 33.4163661, -111.9349073 33.4163528, -111.9349214 33.4163442, -111.9349896 33.4163458, -111.9350039 33.4163491, -111.9350094 33.4163582))","POINT (-111.93495429727169 33.41643581185596)",,
,229,552634956,,,,park,,"POLYGON ((-111.9352636 33.41641, -111.9352623 33.4163996, -111.9352495 33.4163918, -111.9352292 33.416388, -111.93519 33.4163876, -111.9351507 33.4163901, -111.93512 33.4163951, -111.935094 33.4163998, -111.9350742 33.4164337, -111.9350721 33.4164461, -111.9350833 33.4164575, -111.9351001 33.4164636, -111.9351143 33.4164621, -111.9351302 33.4164528, -111.9351458 33.416437, -111.9351571 33.4164091, -111.9351913 33.4164097, -111.9352636 33.41641))","POINT (-111.9351460451716 33.416417304261714)",,
ASU Child Study Lab,230,583754572,,,,playground,,"POLYGON ((-111.9298375 33.4200741, -111.9298383 33.4201492, -111.9297026 33.4202462, -111.9296607 33.4202609, -111.9294758 33.4202623, -111.9294286 33.4202461, -111.9292901 33.4201426, -111.9292833 33.4200763, -111.9298375 33.4200741))","POINT (-111.92956559131086 33.42015590542531)",,
,231,583755813,,,,garden,,"POLYGON ((-111.9300435 33.4187082, -111.9299508 33.4187089, -111.9299534 33.4188574, -111.9300435 33.4188566, -111.9300435 33.4187082))","POINT (-111.92999779069456 33.418782423289336)",,
,232,583755815,,,,garden,,"POLYGON ((-111.9300438 33.418684, -111.9300416 33.4185425, -111.9298089 33.418545, -111.9298093 33.4185685, -111.9300121 33.4185664, -111.9300139 33.4186843, -111.9300438 33.418684))","POINT (-111.92996560532933 33.41858279687363)",,
Villas @ Vista Del Sol,233,712701946,,residential,,,,"POLYGON ((-111.9309965 33.4141588, -111.9308251 33.4141601, -111.9308257 33.4142119, -111.9308649 33.4142117, -111.9308654 33.4142508, -111.9308393 33.414251, -111.9308402 33.4143401, -111.9308017 33.4143403, -111.9308028 33.4144557, -111.9308452 33.4144554, -111.9308454 33.4144755, -111.9308176 33.4144757, -111.9308185 33.4145101, -111.9308323 33.4145123, -111.9308335 33.414543, -111.9308645 33.4145438, -111.9308707 33.4145532, -111.9309373 33.4145533, -111.9309373 33.4145409, -111.9309717 33.414541, -111.9309718 33.4145085, -111.9310015 33.4145086, -111.9310014 33.4145416, -111.9310345 33.4145416, -111.9310345 33.4145555, -111.9311158 33.4145557, -111.9311158 33.4145443, -111.9311488 33.4145444, -111.9311489 33.4145088, -111.9311684 33.4145088, -111.9311682 33.4145422, -111.9312014 33.4145423, -111.9312014 33.4145524, -111.9312835 33.4145527, -111.9312835 33.414541, -111.9313086 33.414541, -111.9313144 33.4145275, -111.9313144 33.4145045, -111.9313239 33.4145045, -111.9313239 33.4144695, -111.9313959 33.4144694, -111.9313958 33.4144528, -111.9314123 33.4144528, -111.9314123 33.4144852, -111.9314479 33.4144851, -111.9314509 33.4144952, -111.9315279 33.4144947, -111.9315278 33.4144817, -111.9315628 33.4144815, -111.9315625 33.4144475, -111.9315837 33.4144474, -111.9315839 33.4144716, -111.9316663 33.4145337, -111.9317844 33.4145337, -111.9318626 33.4144671, -111.9318632 33.4144464, -111.9318912 33.414447, -111.9318902 33.4144818, -111.9319181 33.4144824, -111.9319179 33.4144902, -111.9320054 33.4144921, -111.9320057 33.4144816, -111.932037 33.4144823, -111.9320382 33.4144447, -111.93206 33.4144452, -111.9320594 33.4144626, -111.9321234 33.414464, -111.9321223 33.4144978, -111.9321431 33.4144983, -111.932142 33.4145314, -111.9321691 33.414532, -111.932177 33.414541, -111.9322489 33.4145417, -111.9322572 33.4145306, -111.9322801 33.4145296, -111.9322893 33.4145195, -111.9322886 33.4144966, -111.9323127 33.4144961, -111.9323138 33.4145316, -111.9323462 33.4145309, -111.9323465 33.4145394, -111.9324196 33.4145378, -111.9324193 33.4145278, -111.9324565 33.414527, -111.9324554 33.4144921, -111.9324834 33.4144915, -111.9324845 33.4145279, -111.932503 33.4145275, -111.9325172 33.4145379, -111.9325968 33.4145395, -111.9325971 33.4145295, -111.9326191 33.4145299, -111.932629 33.4145209, -111.9326291 33.4144949, -111.9326382 33.414495, -111.9326384 33.4144561, -111.9326094 33.414456, -111.9326094 33.4144382, -111.9326565 33.4144383, -111.9326567 33.4143451, -111.9326458 33.4143451, -111.9326459 33.4143191, -111.9326055 33.4143191, -111.9326055 33.4142746, -111.9326196 33.4142746, -111.9326195 33.4142289, -111.9325941 33.414229, -111.932594 33.4141911, -111.9326222 33.414191, -111.9326221 33.4141713, -111.9326161 33.4141713, -111.9326159 33.4141423, -111.9324404 33.4141433, -111.9324408 33.4141958, -111.9324768 33.4141956, -111.932486 33.4142015, -111.9324866 33.414233, -111.9324453 33.4142336, -111.9324462 33.41428, -111.9325467 33.4142786, -111.9325475 33.4143185, -111.9325357 33.4143187, -111.9325364 33.414358, -111.932509 33.4143583, -111.9325092 33.4143687, -111.9324997 33.4143689, -111.9324964 33.4143623, -111.9324223 33.4143645, -111.9324228 33.4143767, -111.9323911 33.4143776, -111.9323925 33.4144087, -111.9323627 33.4144096, -111.9323608 33.4143669, -111.9323304 33.4143678, -111.9323234 33.4143574, -111.932251 33.4143577, -111.9322327 33.414373, -111.932215 33.4143738, -111.9322172 33.4144079, -111.9321806 33.4144095, -111.9321748 33.4143207, -111.9321296 33.4143227, -111.9321196 33.4143088, -111.9320869 33.414309, -111.9320865 33.4142612, -111.9321869 33.4142606, -111.9321864 33.4142078, -111.9321592 33.414208, -111.9321589 33.4141762, -111.9321866 33.414176, -111.9321864 33.4141473, -111.9321816 33.4141473, -111.9321815 33.4141227, -111.9320037 33.4141231, -111.9320039 33.4141759, -111.932036 33.4141758, -111.9320476 33.4141828, -111.9320477 33.4142165, -111.932017 33.4142165, -111.932017 33.4142608, -111.9320628 33.4142607, -111.932063 33.4143521, -111.9320361 33.4143521, -111.932036 33.4143154, -111.9320061 33.4143154, -111.9319952 33.4143039, -111.9319308 33.4143046, -111.9319175 33.4143178, -111.9318846 33.4143202, -111.9318879 33.4143516, -111.9318648 33.4143533, -111.9318609 33.4143157, -111.9317964 33.414272, -111.931759 33.4142751, -111.9317495 33.4142623, -111.9316887 33.4142665, -111.9316829 33.4142748, -111.9316546 33.4142744, -111.9316439 33.4142846, -111.9316303 33.4142745, -111.9315761 33.4143259, -111.9315854 33.4143328, -111.931581 33.4143369, -111.9315823 33.4143558, -111.9315645 33.4143566, -111.9315619 33.4143177, -111.9315286 33.4143192, -111.9315249 33.4143091, -111.9314528 33.4143101, -111.931453 33.414322, -111.9314153 33.4143225, -111.931416 33.4143602, -111.9313925 33.4143605, -111.9313908 33.4142682, -111.9314411 33.4142675, -111.9314401 33.4142108, -111.9314148 33.4142111, -111.9314143 33.4141836, -111.9314406 33.4141833, -111.9314402 33.414155, -111.9314353 33.414155, -111.931435 33.4141352, -111.9312733 33.4141366, -111.9312736 33.4141664, -111.9312658 33.4141665, -111.931266 33.4141833, -111.9312882 33.4141831, -111.9312991 33.4141901, -111.9312995 33.4142232, -111.9312683 33.4142234, -111.9312689 33.4142645, -111.931372 33.4142636, -111.9313727 33.4143243, -111.9313207 33.4143248, -111.9313208 33.4143342, -111.9312866 33.4143345, -111.931287 33.4143608, -111.9312561 33.4143611, -111.9312562 33.4143716, -111.9312658 33.4143748, -111.9312698 33.4144165, -111.9312316 33.4144191, -111.9312278 33.414379, -111.931203 33.4143807, -111.9311918 33.4143664, -111.9311223 33.4143677, -111.9311227 33.4143796, -111.9310824 33.4143803, -111.9310832 33.4144124, -111.9310699 33.4144127, -111.9310691 33.4143777, -111.9310361 33.4143783, -111.9310358 33.4143664, -111.9309445 33.4143678, -111.9309448 33.4143798, -111.9309107 33.4143802, -111.930909 33.4142939, -111.9309955 33.4142928, -111.930995 33.414265, -111.9310028 33.4142649, -111.9310024 33.4142406, -111.9309785 33.4142408, -111.9309781 33.4142122, -111.9310051 33.4142119, -111.9310047 33.4141816, -111.9309967 33.4141817, -111.9309965 33.4141588))","POINT (-111.93172790026397 33.41437868981804)",,
